App;Categoría;Valoración;Comentarios;Tamaño(M);Descargas;Tipo;Precio;Clasificación
CK Employee Portal;NEGOCIO;5;7;15;1,000 aprox.;Gratis;0;Todo público
BI Office;NEGOCIO;4;76;201;10,000 aprox.;Gratis;0;Todo público
QuickBooks Accounting: Invoicing & Expenses;NEGOCIO;4,3;23175;41;1,000,000 aprox.;Gratis;0;Todo público
ES Solar;NEGOCIO;5;3;4,7;100 aprox.;Gratis;0;Todo público
Cisco Webex Teams;NEGOCIO;4,2;1661;46;100,000 aprox.;Gratis;0;Todo público
DW Spectrum™ IP VMS;NEGOCIO;3,4;102;2,4;10,000 aprox.;Gratis;0;Todo público
Secure Folder;NEGOCIO;3,8;14760;8,6;50,000,000 aprox.;Gratis;0;Todo público
Mobile Doc Scanner (MDScan) Lite;NEGOCIO;4,2;46505;19;1,000,000 aprox.;Gratis;0;Todo público
Accounting App - Zoho Books;NEGOCIO;4,5;3079;8,5;100,000 aprox.;Gratis;0;Todo público
Google Analytics;NEGOCIO;4,5;78662;22;1,000,000 aprox.;Gratis;0;Todo público
Google Ads;NEGOCIO;4,3;29331;20;5,000,000 aprox.;Gratis;0;Todo público
Bill Miller Bar-B-Q Store Ops;NEGOCIO;;0;2,5;100 aprox.;Gratis;0;Todo público
BK Arogyam Task Track;NEGOCIO;5;8;3,7;100 aprox.;Gratis;0;Todo público
Merck CE;NEGOCIO;4,5;2;25;100 aprox.;Gratis;0;Todo público
BJ Adams;NEGOCIO;;1;26;5 aprox.;Gratis;0;Todo público
FN;NEGOCIO;5;14;3,3;50 aprox.;Gratis;0;Todo público
ADP Mobile Solutions;NEGOCIO;4,3;85185;29;5,000,000 aprox.;Gratis;0;Todo público
realcommercial.com.au;NEGOCIO;4,4;128;6,7;50,000 aprox.;Gratis;0;Todo público
Microsoft Power BI–Business data analytics;NEGOCIO;4,5;1819;10;100,000 aprox.;Gratis;0;Todo público
Invoice 2go — Professional Invoices and Estimates;NEGOCIO;4,2;16422;28;1,000,000 aprox.;Gratis;0;Todo público
FL Tax-Verify;NEGOCIO;3,8;17;6,1;5,000 aprox.;Gratis;0;Todo público
CV Builder;NEGOCIO;3,8;203;5,9;10,000 aprox.;Gratis;0;Todo público
Resume Builder Free, 5 Minute CV Maker & Templates;NEGOCIO;4,4;72202;6,7;1,000,000 aprox.;Gratis;0;Todo público
Job Korea - Career Jobs;NEGOCIO;4,3;10600;6,5;1,000,000 aprox.;Gratis;0;Todo público
Google Primer;NEGOCIO;4,4;62272;18;10,000,000 aprox.;Gratis;0;Todo público
Verify - Receipts & Expenses;NEGOCIO;4,5;413;29;10,000 aprox.;Gratis;0;Todo público
PlayMotiv dn edition;NEGOCIO;;0;28;500 aprox.;Gratis;0;Todo público
Cisco Webex Meetings;NEGOCIO;4,4;108741;28;10,000,000 aprox.;Gratis;0;Todo público
EO SouthAsia;NEGOCIO;4,2;8;19;100 aprox.;Gratis;0;Adolescentes
EU Whoiswho;NEGOCIO;;0;2,7;10 aprox.;Gratis;0;Todo público
BI SmartLINK;NEGOCIO;3,6;16;33;5,000 aprox.;Gratis;0;Todo público
CX Capture;NEGOCIO;;1;5,8;100 aprox.;Gratis;0;Todo público
Ag Valley Cooperative;NEGOCIO;5;6;74;500 aprox.;Gratis;0;Todo público
EY Africa;NEGOCIO;;0;8,4;100 aprox.;Gratis;0;Todo público
EY Tax Briefing;NEGOCIO;;3;15;100 aprox.;Gratis;0;Todo público
Patchcord.ca Inc. App Launcher;NEGOCIO;;0;3,7;10 aprox.;Gratis;0;Todo público
CA Case Management;NEGOCIO;2,4;16;5,2;500 aprox.;Gratis;0;Todo público
CI View;NEGOCIO;;2;9,9;100 aprox.;Gratis;0;Todo público
Lean EQ;NEGOCIO;;6;10;10 aprox.;Pago;89,99;Todo público
Mobile Doc Scanner (MDScan) Lite;NEGOCIO;4,2;46505;19;1,000,000 aprox.;Gratis;0;Todo público
HCP Anywhere;NEGOCIO;4,7;114;8,6;5,000 aprox.;Gratis;0;Todo público
Mobile CS;NEGOCIO;4;13;5,7;1,000 aprox.;Gratis;0;Todo público
ODTMobile v4;NEGOCIO;4;3;16;1,000 aprox.;Gratis;0;Todo público
U Pull It Auto Dismantler;NEGOCIO;3,1;71;1,9;10,000 aprox.;Gratis;0;Todo público
Tiny Scanner - PDF Scanner App;NEGOCIO;4,7;286897;39;10,000,000 aprox.;Gratis;0;Todo público
Google Analytics;NEGOCIO;4,5;78662;22;1,000,000 aprox.;Gratis;0;Todo público
Kovax Europe B.V.;NEGOCIO;;17;96;500 aprox.;Gratis;0;Todo público
CV Samples 2018;NEGOCIO;4,3;34;26;10,000 aprox.;Gratis;0;Todo público
ATI Cargoes and Transportation;NEGOCIO;4,7;4162;7,5;100,000 aprox.;Gratis;0;Todo público
Fr Lupupa Sermons;NEGOCIO;4,8;19;21;100 aprox.;Gratis;0;Todo público
BP Service;NEGOCIO;;0;26;100 aprox.;Gratis;0;Todo público
ClickMeeting Webinars;NEGOCIO;3,8;5211;26;1,000,000 aprox.;Gratis;0;Todo público
RRIMS FO;NEGOCIO;;2;5,2;100 aprox.;Gratis;0;Todo público
EU FP7 Adventure;NEGOCIO;;2;5,2;100 aprox.;Gratis;0;Todo público
EW Manager;NEGOCIO;;0;4,4;10 aprox.;Gratis;0;Todo público
Ci - Logistics Group;NEGOCIO;;1;10;50 aprox.;Gratis;0;Todo público
BR Classified;NEGOCIO;;0;28;50 aprox.;Gratis;0;Todo público
EY Oil & Gas;NEGOCIO;4,6;20;15;1,000 aprox.;Gratis;0;Todo público
EY-Parthenon;NEGOCIO;;1;30;5 aprox.;Gratis;0;Todo público
NEMA ei;NEGOCIO;5;4;12;100 aprox.;Gratis;0;Todo público
CX Carrier Lite;NEGOCIO;;0;68;10 aprox.;Gratis;0;Todo público
DN Managed Mobility App;NEGOCIO;;0;3,4;50 aprox.;Gratis;0;Todo público
JOBS.bg;NEGOCIO;4,4;1630;2,2;100,000 aprox.;Gratis;0;Todo público
Curriculum vitae App CV Builder Free Resume Maker;NEGOCIO;4,5;4571;3,9;500,000 aprox.;Gratis;0;Todo público
Ex Service Taxis;NEGOCIO;3,5;15;8;1,000 aprox.;Gratis;0;Todo público
DF-View;NEGOCIO;;0;15;100 aprox.;Gratis;0;Todo público
CV EXAMPLES;NEGOCIO;4,1;423;20;100,000 aprox.;Gratis;0;Todo público
Dynamics AX;NEGOCIO;3,7;244;976;10,000 aprox.;Gratis;0;Todo público
BV Forest;NEGOCIO;;0;2,9;100 aprox.;Gratis;0;Todo público
Viking CB Radios;NEGOCIO;4,3;6;15;1,000 aprox.;Gratis;0;Todo público
2017 BN SM Sales Conference;NEGOCIO;;2;10;100 aprox.;Gratis;0;Adolescentes
AF Our Time to Shine;NEGOCIO;;0;11;100 aprox.;Gratis;0;Todo público
SkyTest BU/GU Lite;NEGOCIO;2,9;28;20;500 aprox.;Pago;17,99;Todo público
EZ View;NEGOCIO;3;287;9,8;50,000 aprox.;Gratis;0;Todo público
PIO bv Transport App;NEGOCIO;;0;73;5 aprox.;Gratis;0;Todo público
Free Professional Resume Builder, CV, Cover Letter;NEGOCIO;4,2;831;11;50,000 aprox.;Gratis;0;Todo público
EC Reps;NEGOCIO;4;1;5,4;100 aprox.;Gratis;0;Todo público
Konferencija.eu;NEGOCIO;;3;1,6;10 aprox.;Gratis;0;Todo público
DN Snacks;NEGOCIO;;0;7,6;1 aprox.;Gratis;0;Todo público
EO GSEA;NEGOCIO;;1;30;10 aprox.;Gratis;0;Todo público
Insightly CRM;NEGOCIO;3,8;1383;51;100,000 aprox.;Gratis;0;Todo público
AirWatch Agent;NEGOCIO;3,1;20973;31;5,000,000 aprox.;Gratis;0;Todo público
Propel BI APP;NEGOCIO;5;3;23;100 aprox.;Gratis;0;Todo público
AF Legendary 2017;NEGOCIO;;0;11;50 aprox.;Gratis;0;Adolescentes
EY GlobalOne;NEGOCIO;2,7;11;6,8;1,000 aprox.;Gratis;0;Todo público
Tiny Scanner Pro: PDF Doc Scan;NEGOCIO;4,8;10295;39;100,000 aprox.;Pago;4,99;Todo público
Dotti EU;NEGOCIO;;15;4,3;1,000 aprox.;Gratis;0;Todo público
DF Tracker;NEGOCIO;;2;6;100 aprox.;Gratis;0;Todo público
Become a Job - Find a job or advertise;NEGOCIO;4,1;6903;14;1,000,000 aprox.;Gratis;0;Todo público
NATIVE ENTERTAINMENT MAGAZINE - ISSUE # 1;NOTICIAS;;0;62;10 aprox.;Gratis;0;Mayores de 17 años
Handbreit by a.w.niemeyer;NOTICIAS;;21;36;1,000 aprox.;Gratis;0;Todo público
Pocket;NOTICIAS;4,5;256680;12;10,000,000 aprox.;Gratis;0;Todo público
e-DN - den digitala tidningen från Dagens Nyheter;NOTICIAS;2,2;160;32;50,000 aprox.;Gratis;0;Mayores de 10 años
FOX 5 DC;NOTICIAS;4,5;1440;12;100,000 aprox.;Gratis;0;Todo público
Economic Times : Market News Go Edition;NOTICIAS;4,3;39;4,2;5,000 aprox.;Gratis;0;Todo público
The Report, Fox, Breitbart - Conservative News;NOTICIAS;4,6;2090;4,6;50,000 aprox.;Gratis;0;Todo público
DN.VR;NOTICIAS;3;29;37;5,000 aprox.;Gratis;0;Mayores de 10 años
ABC News - US & World News;NOTICIAS;4;18976;35;1,000,000 aprox.;Gratis;0;Mayores de 10 años
Bengali Newspaper - The first L.;NOTICIAS;4;11908;5,5;1,000,000 aprox.;Gratis;0;Todo público
Vidroid.com.br;NOTICIAS;;49;10;5,000 aprox.;Gratis;0;Todo público
Microsoft News;NOTICIAS;4,2;31504;31;1,000,000 aprox.;Gratis;0;Mayores de 10 años
Apple Daily Apple News;NOTICIAS;3,4;41490;25;5,000,000 aprox.;Gratis;0;Adolescentes
CG Creative Sets: 2D/3D Artist;NOTICIAS;4,3;117;5;10,000 aprox.;Gratis;0;Todo público
JNews DZ - Algerian Newspapers;NOTICIAS;4;146;3;10,000 aprox.;Gratis;0;Todo público
BI News;NOTICIAS;5;22;25;1,000 aprox.;Gratis;0;Todo público
News-Journal-Daytona Beach, FL;NOTICIAS;4,5;76;7,8;5,000 aprox.;Gratis;0;Todo público
BBC Persian | BBC Farsi News;NOTICIAS;4,3;978;2,9;100,000 aprox.;Gratis;0;Todo público
Lazionews.eu;NOTICIAS;;25;18;1,000 aprox.;Gratis;0;Todo público
DWWW 774 Ultimate AM Radio;NOTICIAS;4,7;327;31;10,000 aprox.;Gratis;0;Todo público
Naidunia: MP News & CG News;NOTICIAS;4,3;2746;8,7;100,000 aprox.;Gratis;0;Todo público
SmartNews: Breaking News Headlines;NOTICIAS;4,2;233305;3,1;10,000,000 aprox.;Gratis;0;Todo público
DN Reader;NOTICIAS;4,6;18;1,8;100 aprox.;Gratis;0;Todo público
FD e-paper;NOTICIAS;3,1;183;7,1;10,000 aprox.;Gratis;0;Todo público
Aj Di Awaaz;NOTICIAS;;9;1,1;500 aprox.;Gratis;0;Todo público
News.aw;NOTICIAS;;1;1;10 aprox.;Gratis;0;Todo público
dz NEWS Algerie;NOTICIAS;4,2;2318;4,5;100,000 aprox.;Gratis;0;Todo público
CNN Breaking US & World News;NOTICIAS;4;293080;25;10,000,000 aprox.;Gratis;0;Mayores de 10 años
BD Internet Package Activator;NOTICIAS;4,9;13;2,3;100 aprox.;Gratis;0;Todo público
DW;NOTICIAS;;0;4,8;10,000 aprox.;Gratis;0;Mayores de 10 años
DG <U+0917><U+094D><U+0930><U+093E><U+092E> / Digital Gram Panchayat;NOTICIAS;4,5;53;5,9;10,000 aprox.;Gratis;0;Adolescentes
EJ Insight;NOTICIAS;4;33;280;1,000 aprox.;Gratis;0;Todo público
BaBe Lite - Read Quota Saving News;NOTICIAS;4,5;9548;15;1,000,000 aprox.;Gratis;0;Todo público
Sweden Newspapers;NOTICIAS;;0;2,1;0 aprox.;Gratis;0;Todo público
Ocala Star Banner, FL;NOTICIAS;4,5;75;8,1;5,000 aprox.;Gratis;0;Todo público
CT Prepares;NOTICIAS;2,6;13;4,3;1,000 aprox.;Gratis;0;Todo público
Latest Barcelona News 24h;NOTICIAS;4,5;104;3;10,000 aprox.;Gratis;0;Todo público
AI Today : Artificial Intelligence News & AI 101;NOTICIAS;5;43;2,3;100 aprox.;Gratis;0;Todo público
News :DW Bangali;NOTICIAS;;1;6,3;10 aprox.;Gratis;0;Todo público
CW TV;NOTICIAS;1,7;367;6,1;50,000 aprox.;Gratis;0;Todo público
detikcom - Latest & Most Complete News;NOTICIAS;4,1;190888;11;10,000,000 aprox.;Gratis;0;Adolescentes
Klix.ba;NOTICIAS;4;3647;5,7;100,000 aprox.;Gratis;0;Todo público
Barcelona FC Noticias Live;NOTICIAS;;2;3,6;500 aprox.;Gratis;0;Todo público
Miss FQ;NOTICIAS;;0;36;10 aprox.;Gratis;0;Todo público
news.com.au;NOTICIAS;;1;3,7;100 aprox.;Gratis;0;Todo público
Top Novini BG;NOTICIAS;;2;2,9;100 aprox.;Gratis;0;Todo público
BaBe - Read News;NOTICIAS;4,3;355921;17;10,000,000 aprox.;Gratis;0;Adolescentes
The Ledger - Lakeland, Florida;NOTICIAS;4,6;89;5,7;5,000 aprox.;Gratis;0;Todo público
OBJECTIFINFOS.CD;NOTICIAS;;2;4,2;50 aprox.;Gratis;0;Todo público
Wireless news;NOTICIAS;3,5;6066;56;1,000,000 aprox.;Gratis;0;Todo público
WFLA News Channel 8 - Tampa FL;NOTICIAS;3,8;133;14;10,000 aprox.;Gratis;0;Todo público
AC - Tips & News for Android™;NOTICIAS;4,2;23291;14;1,000,000 aprox.;Gratis;0;Mayores de 10 años
DN - Diário de Notícias;NOTICIAS;3,7;794;15;100,000 aprox.;Gratis;0;Todo público
Santa Fe New Mexican e-Edition;NOTICIAS;4,1;25;17;1,000 aprox.;Gratis;0;Todo público
Ariana News AF;NOTICIAS;4,1;20;3,1;5,000 aprox.;Gratis;0;Todo público
World Newspapers;NOTICIAS;4,4;185884;7,5;1,000,000 aprox.;Gratis;0;Mayores de 17 años
Swahili Radio;NOTICIAS;4,5;171;4,8;10,000 aprox.;Gratis;0;Todo público
Free TV Shows App:News, TV Series, Episode, Movies;NOTICIAS;4,6;29706;11;1,000,000 aprox.;Gratis;0;Adolescentes
NYTimes - Latest News;NOTICIAS;3,9;63647;23;10,000,000 aprox.;Gratis;0;Mayores de 10 años
Google News;NOTICIAS;3,9;877635;13;1,000,000,000 aprox.;Gratis;0;Adolescentes
Results for FL Lottery;NOTICIAS;4,6;146;7,1;10,000 aprox.;Gratis;0;Todo público
Google News;NOTICIAS;3,9;878065;13;1,000,000,000 aprox.;Gratis;0;Adolescentes
bz Baselland E-Paper;NOTICIAS;4,2;69;25;5,000 aprox.;Gratis;0;Todo público
DH News;NOTICIAS;2,5;81;6,7;10,000 aprox.;Gratis;0;Mayores de 17 años
Égalité et Réconciliation;NOTICIAS;4,9;58;3,8;500 aprox.;Pago;2,99;Todo público
El Nueve;NOTICIAS;;221;3,2;50,000 aprox.;Gratis;0;Adolescentes
RTVBN;NOTICIAS;3,7;533;3,8;50,000 aprox.;Gratis;0;Todo público
PRIMATURE.CD;NOTICIAS;;6;4,8;100 aprox.;Gratis;0;Todo público
BZ-Smart;NOTICIAS;4,3;828;8,2;10,000 aprox.;Gratis;0;Todo público
Startupticker.ch News, Events;NOTICIAS;5;4;10;100 aprox.;Gratis;0;Todo público
DN Radio FM;NOTICIAS;;0;3,8;10 aprox.;Gratis;0;Adolescentes
ew-Magazin;NOTICIAS;;2;13;100 aprox.;Gratis;0;Todo público
Tencent News;NOTICIAS;4;7006;23;1,000,000 aprox.;Gratis;0;Todo público
El Nuevo Día;NOTICIAS;4,1;8011;13;500,000 aprox.;Gratis;0;Mayores de 10 años
BZ Berner Oberländer;NOTICIAS;;64;8,5;1,000 aprox.;Gratis;0;Todo público
CG Freelancer;NOTICIAS;4,7;10;2,3;1,000 aprox.;Gratis;0;Todo público
Dete.bg;NOTICIAS;;0;29;100 aprox.;Gratis;0;Todo público
CBS News;NOTICIAS;4,3;23641;23;1,000,000 aprox.;Gratis;0;Mayores de 10 años
Kurio - Read the Latest News;NOTICIAS;4,2;40167;8,7;1,000,000 aprox.;Gratis;0;Todo público
BK Manager;NOTICIAS;;19;17;5,000 aprox.;Gratis;0;Todo público
B.T.;NOTICIAS;2,8;636;1,4;100,000 aprox.;Gratis;0;Todo público
AL.com;NOTICIAS;3,4;803;8;50,000 aprox.;Gratis;0;Mayores de 10 años
058.ba;NOTICIAS;4,4;27;14;100 aprox.;Gratis;0;Todo público
Mali 7 - Actualités au Mali;NOTICIAS;4,3;697;5,7;50,000 aprox.;Gratis;0;Todo público
AF Link;NOTICIAS;4,7;210;18;10,000 aprox.;Gratis;0;Todo público
The Wall Street Journal: Business & Market News;NOTICIAS;4,1;40975;36;1,000,000 aprox.;Gratis;0;Mayores de 10 años
Aj. Vallbona;NOTICIAS;;0;22;10 aprox.;Gratis;0;Todo público
Sync for reddit;NOTICIAS;4,6;62740;8,6;500,000 aprox.;Gratis;0;Mayores de 17 años
LA Times: Your California News;NOTICIAS;3,6;3311;10;100,000 aprox.;Gratis;0;Todo público
Kiosko BS;NOTICIAS;;55;22;1,000 aprox.;Gratis;0;Todo público
CI On The Go;NOTICIAS;3;2;14;100 aprox.;Gratis;0;Todo público
Lotto Results - Mega Millions Powerball Lottery US;NOTICIAS;4,5;14221;1,8;1,000,000 aprox.;Gratis;0;Adolescentes
AS - Diario online deportivo. Fútbol, motor y más;NOTICIAS;;0;6;50 aprox.;Gratis;0;Todo público
AC - Tips & News for Android™;NOTICIAS;4,2;23292;14;1,000,000 aprox.;Gratis;0;Mayores de 10 años
B.Z. Live-Ticker;NOTICIAS;;114;7,7;10,000 aprox.;Gratis;0;Todo público
Google News;NOTICIAS;3,9;877635;13;1,000,000,000 aprox.;Gratis;0;Adolescentes
NYTimes - Latest News;NOTICIAS;3,9;63647;23;10,000,000 aprox.;Gratis;0;Mayores de 10 años
Asahi Shimbun Digital;NOTICIAS;3,1;735;6,3;500,000 aprox.;Gratis;0;Todo público
Podcast App: Free & Offline Podcasts by Player FM;NOTICIAS;4,6;66384;19;1,000,000 aprox.;Gratis;0;Adolescentes
Dezeen Magazine RSS Reader;NOTICIAS;4,3;350;14;10,000 aprox.;Gratis;0;Todo público
AP Mobile - Breaking News;NOTICIAS;4,5;76677;4,6;1,000,000 aprox.;Gratis;0;Mayores de 10 años
daily News;NOTICIAS;4,5;26411;26;1,000,000 aprox.;Gratis;0;Todo público
DW Espanol;NOTICIAS;;0;5,8;100 aprox.;Gratis;0;Todo público
ARY NEWS;NOTICIAS;4,4;2959;9,8;1,000,000 aprox.;Gratis;0;Todo público
R<U+043E>hi.af;NOTICIAS;4,8;46;46;1,000 aprox.;Gratis;0;Todo público
N+ News Bulgaria;NOTICIAS;;2;10;50 aprox.;Gratis;0;Todo público
BD Online News;NOTICIAS;4,6;30;3,8;1,000 aprox.;Gratis;0;Todo público
DW Arabic By dw-arab.com;NOTICIAS;4,3;386;6;50,000 aprox.;Gratis;0;Todo público
The Wall Street Journal: Business & Market News;NOTICIAS;4,1;40975;36;1,000,000 aprox.;Gratis;0;Mayores de 10 años
The List;NOTICIAS;3,5;66;12;10,000 aprox.;Gratis;0;Todo público
BT App;NOTICIAS;;24;14;1,000 aprox.;Gratis;0;Todo público
Coast To Coast AM Insider;NOTICIAS;3,9;4581;21;100,000 aprox.;Gratis;0;Todo público
News: DW Hausa;NOTICIAS;4,9;9;6,3;1,000 aprox.;Gratis;0;Todo público
DN Sync;NOTICIAS;4,1;56;28;1,000 aprox.;Gratis;0;Mayores de 10 años
Aaj Bangla: ei samay er khobor;NOTICIAS;4,9;34;3,8;1,000 aprox.;Gratis;0;Todo público
dt.se;NOTICIAS;3,1;124;12;10,000 aprox.;Gratis;0;Todo público
DB Welt - Die Zeitung der DB;NOTICIAS;;145;16;10,000 aprox.;Gratis;0;Todo público
Q Alerts: QAnon Drop Notifications, Research +++;NOTICIAS;4,7;143;26;5,000 aprox.;Pago;0,99;Mayores de 17 años
News: DW Español;NOTICIAS;4,3;25;6,3;1,000 aprox.;Gratis;0;Todo público
Noticias FC Barcelona;NOTICIAS;5;4;3,1;100 aprox.;Gratis;0;Todo público
Breaking News, Local news, Attacks and Alerts Free;NOTICIAS;4,7;2543;6,3;500,000 aprox.;Gratis;0;Todo público
AP Mobile - Breaking News;NOTICIAS;4,5;76616;4,6;1,000,000 aprox.;Gratis;0;Mayores de 10 años
Reuters News;NOTICIAS;4,3;13169;25;1,000,000 aprox.;Gratis;0;Mayores de 10 años
NewsDog - Latest News, Breaking News, Local News;NOTICIAS;4,4;291901;4,3;10,000,000 aprox.;Gratis;0;Mayores de 17 años
BG Sports News;NOTICIAS;;41;5;1,000 aprox.;Gratis;0;Todo público
Bhuiyan Land Records Chhattisgarh (CG);NOTICIAS;4,5;12;2,9;5,000 aprox.;Gratis;0;Todo público
DW - Breaking World News;NOTICIAS;4,4;17671;17;1,000,000 aprox.;Gratis;0;Mayores de 10 años
The FP Shield;NOTICIAS;;0;11;10 aprox.;Gratis;0;Todo público
EU Life Explorer;NOTICIAS;4;2;12;50 aprox.;Gratis;0;Todo público
Spreaker Podcast Radio;NOTICIAS;4,5;17703;6,6;500,000 aprox.;Gratis;0;Adolescentes
CNN Breaking US & World News;NOTICIAS;4;293080;25;10,000,000 aprox.;Gratis;0;Mayores de 10 años
Badische Zeitung;NOTICIAS;3,9;262;22;10,000 aprox.;Gratis;0;Todo público
Australia Newspapers - AU News Apps;NOTICIAS;4,7;48;4,1;1,000 aprox.;Gratis;0;Todo público
Florida Today;NOTICIAS;3,3;202;38;10,000 aprox.;Gratis;0;Mayores de 10 años
Vietnam Today - Read online newspapers, the hottest news 24h;NOTICIAS;4,2;21147;9;5,000,000 aprox.;Gratis;0;Adolescentes
Capitalnews.com.cy;NOTICIAS;;0;3,9;10 aprox.;Gratis;0;Todo público
Opera News - Trending news and videos;NOTICIAS;4,5;51684;8,5;10,000,000 aprox.;Gratis;0;Adolescentes
NYTimes - Latest News;NOTICIAS;3,9;63640;23;10,000,000 aprox.;Gratis;0;Mayores de 10 años
Fresh News;NOTICIAS;4,4;2207;9,8;100,000 aprox.;Gratis;0;Todo público
CNN Breaking US & World News;NOTICIAS;4;293080;25;10,000,000 aprox.;Gratis;0;Mayores de 10 años
Berner Zeitung;NOTICIAS;3,4;736;8,5;50,000 aprox.;Gratis;0;Adolescentes
StudentLife.com.cy;NOTICIAS;;17;4,4;100 aprox.;Gratis;0;Todo público
CQ;NOTICIAS;3,7;7;3,4;1,000 aprox.;Gratis;0;Mayores de 10 años
News Minecraft.fr;NOTICIAS;3,8;881;2,3;100,000 aprox.;Gratis;0;Todo público
Read- Latest News, Information, Gossip and Politics;NOTICIAS;4,1;185058;6,7;10,000,000 aprox.;Gratis;0;Adolescentes
DN;NOTICIAS;3,3;78;17;10,000 aprox.;Gratis;0;Todo público
CH info;NOTICIAS;3,9;45;15;5,000 aprox.;Gratis;0;Todo público
Loop - Caribbean Local News;NOTICIAS;4;4332;12;1,000,000 aprox.;Gratis;0;Todo público
Topbuzz: Breaking News, Videos & Funny GIFs;NOTICIAS;4,7;175110;25;10,000,000 aprox.;Gratis;0;Mayores de 17 años
Pulse Nabd - World News, Urgent;NOTICIAS;4,5;357944;12;10,000,000 aprox.;Gratis;0;Todo público
Podcast Addict;NOTICIAS;4,6;413999;10;5,000,000 aprox.;Gratis;0;Adolescentes
ABC News - US & World News;NOTICIAS;4;18976;35;1,000,000 aprox.;Gratis;0;Mayores de 10 años
HuffPost - News;NOTICIAS;4,2;78154;12;1,000,000 aprox.;Gratis;0;Mayores de 10 años
Stolica.bg;NOTICIAS;;1;1,3;50 aprox.;Gratis;0;Todo público
CG Vidhansabha Chunav 2018;NOTICIAS;;0;3,4;100 aprox.;Gratis;0;Adolescentes
Al Mayadeen;NOTICIAS;4,7;13620;9;500,000 aprox.;Gratis;0;Todo público
bz Basellandschaftliche News;NOTICIAS;2,8;33;33;1,000 aprox.;Gratis;0;Todo público
M+;NOTICIAS;4,9;198;9,1;10,000 aprox.;Gratis;0;Todo público
Courier Journal;NOTICIAS;3,5;254;38;10,000 aprox.;Gratis;0;Mayores de 10 años
Kolkata News:Anandbazar Patrika,ei samay&AllRating;NOTICIAS;5;10;5;100 aprox.;Gratis;0;Todo público
DM Magazine;NOTICIAS;;0;27;10 aprox.;Gratis;0;Todo público
Financial Times;NOTICIAS;4,2;27104;8,2;1,000,000 aprox.;Gratis;0;Mayores de 10 años
EU-Schwerbehinderung;NOTICIAS;;3;32;100 aprox.;Gratis;0;Mayores de 10 años
Roll Call News;NOTICIAS;3,7;24;10;5,000 aprox.;Gratis;0;Todo público
E! News;NOTICIAS;4;15443;25;1,000,000 aprox.;Gratis;0;Adolescentes
News Republic;NOTICIAS;4,3;479594;18;10,000,000 aprox.;Gratis;0;Adolescentes
Feeder.co;NOTICIAS;3,2;77;11;5,000 aprox.;Gratis;0;Todo público
Sky News;NOTICIAS;4;30287;19;1,000,000 aprox.;Gratis;0;Mayores de 10 años
Florida Lottery Results;NOTICIAS;4,1;763;2,2;100,000 aprox.;Gratis;0;Todo público
Sverige Tidningar;NOTICIAS;4,1;905;4;50,000 aprox.;Gratis;0;Todo público
swissinfo.ch;NOTICIAS;3,9;271;9,6;50,000 aprox.;Gratis;0;Mayores de 10 años
bq magazine;NOTICIAS;;2;8,8;50 aprox.;Gratis;0;Todo público
News: RFI Hausa;NOTICIAS;4,7;10;6,3;1,000 aprox.;Gratis;0;Todo público
Nigeria News NAIJ.com;NOTICIAS;4,3;37882;9,1;1,000,000 aprox.;Gratis;0;Adolescentes
ARY NEWS URDU;NOTICIAS;4,4;1071;9,7;500,000 aprox.;Gratis;0;Todo público
DW <U+0641><U+0627><U+0631><U+0633><U+06CC> By dw-arab.com;NOTICIAS;4,7;11;4,4;1,000 aprox.;Gratis;0;Todo público
Google News;NOTICIAS;3,9;877643;13;1,000,000,000 aprox.;Gratis;0;Adolescentes
CG Daily News;NOTICIAS;4,3;65;3,5;10,000 aprox.;Gratis;0;Todo público
Reuters News;NOTICIAS;4,3;13166;25;1,000,000 aprox.;Gratis;0;Mayores de 10 años
BZ-Digital;NOTICIAS;;4;36;100 aprox.;Gratis;0;Todo público
ET Telecom from Economic Times;NOTICIAS;4,7;273;6,3;10,000 aprox.;Gratis;0;Todo público
Doorstep EU;NOTICIAS;4,5;67;12;1,000 aprox.;Gratis;0;Todo público
STADE.CD;NOTICIAS;;0;1,7;5 aprox.;Gratis;0;Todo público
AP App for Android™;NOTICIAS;3,6;188;9,9;10,000 aprox.;Gratis;0;Todo público
bz Basel E-Paper;NOTICIAS;;72;25;5,000 aprox.;Gratis;0;Todo público
AW TeamUp;NOTICIAS;4,6;9;17;500 aprox.;Gratis;0;Todo público
DN eAvis;NOTICIAS;2,9;61;4,1;10,000 aprox.;Gratis;0;Todo público
DG TV;NOTICIAS;5;3;5,7;100 aprox.;Gratis;0;Todo público
BaBe + - Indonesian News;NOTICIAS;4,3;42624;16;1,000,000 aprox.;Gratis;0;Mayores de 10 años
EJ.by;NOTICIAS;;10;2,3;500 aprox.;Gratis;0;Todo público
bz Basel News;NOTICIAS;2,2;23;33;1,000 aprox.;Gratis;0;Todo público
Cafe.ba;NOTICIAS;4;677;4,4;10,000 aprox.;Gratis;0;Todo público
WSVN - 7 News Miami;NOTICIAS;4,5;3320;14;100,000 aprox.;Gratis;0;Todo público
BuzzFeed: News, Tasty, Quizzes;NOTICIAS;4,3;131028;13;5,000,000 aprox.;Gratis;0;Adolescentes
RT News (Russia Today);NOTICIAS;4,6;56524;14;1,000,000 aprox.;Gratis;0;Adolescentes
